title,chart_week,performer,peak_pos,wks_on_chart,album_name,release_date,popularity,explicit,listeners,play_count,duration_s,genre
Rich Spirit,2022-06-11,Kendrick Lamar,13,3,Mr. Morale & The Big Steppers,2022-05-13,76,True,811647,9776859,202.285,hip hop
Andrea,2022-06-11,Bad Bunny,51,4,Un Verano Sin Ti,2022-05-06,81,True,208563,2600447,339.611,reggaeton
Wild Hearts,2022-06-11,Keith Urban,97,1,Wild Hearts,2021-08-19,57,False,14558,82182,182.93,country
Father Time,2022-06-04,Kendrick Lamar,11,2,Knew School,2016-07-15,20,True,12289,77137,244.819,hip hop
Count Me Out,2022-06-04,Kendrick Lamar,20,2,Mr. Morale & The Big Steppers,2022-05-13,80,True,832018,12191621,283.642,hip hop
United In Grief,2022-06-04,Kendrick Lamar,8,2,Mr. Morale & The Big Steppers,2022-05-13,78,True,1027626,11660554,255.377,hip hop
Never Wanted To Be That Girl,2022-06-04,Carly Pearce,63,20,29: Written In Stone,2021-09-17,57,False,15742,99558,214.416,country
No Love,2022-06-04,Summer Walker,13,20,Still Over It,2021-11-05,77,True,4645,36710,231.497,r&b
Savior,2022-06-04,Kendrick Lamar,23,2,Mr. Morale & The Big Steppers,2022-05-13,68,True,551538,6257854,224.466,hip hop
Aguacero,2022-06-04,Bad Bunny,44,3,Un Verano Sin Ti,2022-05-06,80,True,208692,2230999,210.989,reggaeton
Un Coco,2022-06-04,Bad Bunny,56,3,Un Verano Sin Ti,2022-05-06,82,True,229527,3092488,196.412,reggaeton
Otro Atardecer,2022-06-04,Bad Bunny,49,3,Un Verano Sin Ti,2022-05-06,84,False,371056,4706650,244.444,reggaeton
We Cry Together,2022-06-04,Kendrick Lamar,16,2,Mr. Morale & The Big Steppers,2022-05-13,65,True,580065,3855168,341.307,hip hop
Dos Mil 16,2022-06-04,Bad Bunny,45,3,Un Verano Sin Ti,2022-05-06,81,True,202546,2472529,208.615,reggaeton
Worldwide Steppers,2022-05-28,Kendrick Lamar,19,1,Mr. Morale & The Big Steppers,2022-05-13,63,True,633186,4382175,203.367,hip hop
Purple Hearts,2022-05-28,Kendrick Lamar,22,1,Mr. Morale & The Big Steppers,2022-05-13,66,True,586485,4532518,329.295,hip hop
Rich (Interlude),2022-05-28,Kendrick Lamar,33,1,Mr. Morale & The Big Steppers,2022-05-13,59,True,34917,207953,103.319,hip hop
Mr. Morale,2022-05-28,Kendrick Lamar,40,1,Mr. Morale & The Big Steppers,2022-05-13,66,True,484172,4323611,210.841,hip hop
Crown,2022-05-28,Kendrick Lamar,41,1,Mr. Morale & The Big Steppers,2022-05-13,62,True,488742,3279195,264.299,hip hop
Auntie Diaries,2022-05-28,Kendrick Lamar,47,1,Mr. Morale & The Big Steppers,2022-05-13,60,True,473030,3078578,281.069,hip hop
Savior (Interlude),2022-05-28,Kendrick Lamar,51,1,Mr. Morale & The Big Steppers,2022-05-13,60,True,31739,207528,152.985,hip hop
Mirror,2022-05-28,Kendrick Lamar,55,1,Mr. Morale & The Big Steppers,2022-05-13,67,True,502764,5407377,256.006,hip hop
The Heart Part 5,2022-05-28,Kendrick Lamar,15,2,Mr. Morale & The Big Steppers,2022-05-13,64,True,522909,5887306,332.228,hip hop
El Apagon,2022-05-28,Bad Bunny,54,2,Un Verano Sin Ti,2022-05-06,74,True,59,274,201.816,reggaeton
712PM,2022-05-28,Future,8,3,I NEVER LIKED YOU,2022-04-29,65,True,273755,3526979,173.186,rap
The Motto,2022-05-28,Tiesto,42,16,The Motto,2021-11-04,77,False,152,915,164.818,edm
Me Fui de Vacaciones,2022-05-28,Bad Bunny,59,2,Un Verano Sin Ti,2022-05-06,80,False,188479,1842259,180.929,reggaeton
Ensename A Bailar,2022-05-28,Bad Bunny,60,2,Un Verano Sin Ti,2022-05-06,82,False,44,189,176.0,reggaeton
Easy On Me,2022-05-21,Adele,1,31,Easy On Me,2021-10-14,81,False,945807,10765541,224.694,soft pop
Un Verano Sin Ti,2022-05-21,Bad Bunny,55,1,Un Verano Sin Ti,2022-05-06,80,False,209295,2576356,148.143,reggaeton
Agosto,2022-05-21,Bad Bunny,74,1,Un Verano Sin Ti,2022-05-06,77,True,197962,2319459,139.041,reggaeton
I'm Dat N***a,2022-05-21,Future,10,2,Ever Fallen in Love (With Someone You Shouldn't've)?,2005-11-11,38,False,7283,54470,180.4,rap
Massaging Me,2022-05-21,Future,20,2,I NEVER LIKED YOU,2022-04-29,67,True,198801,1987315,106.133,rap
Beers On Me,2022-05-21,Dierks Bentley,40,20,Beers On Me,2021-07-29,70,False,33384,204045,174.68,country
23,2022-05-21,Sam Hunt,50,20,23,2021-09-09,65,False,41958,349683,179.72,country
Keep It Burnin,2022-05-14,Future,15,1,Knock You Down,2009-01-01,1,False,1113,7583,461.36,rap
For A Nut,2022-05-14,Future,24,1,Kamikaze,2018-08-31,64,True,821,6019,288.086,rap
Gold Stacks,2022-05-14,Future,29,1,I NEVER LIKED YOU,2022-04-29,52,True,142961,973862,162.333,rap
We Jus Wanna Get High,2022-05-14,Future,45,1,I NEVER LIKED YOU,2022-04-29,52,True,126516,791757,133.133,rap
Holy Ghost,2022-05-14,Future,46,1,I NEVER LIKED YOU,2022-04-29,58,True,136072,1270469,170.266,rap
Back To The Basics,2022-05-14,Future,58,1,I NEVER LIKED YOU,2022-04-29,52,True,105143,577179,177.026,rap
The Way Things Going,2022-05-14,Future,60,1,I NEVER LIKED YOU,2022-05-02,46,True,100980,502276,179.493,rap
Give Heaven Some Hell,2022-05-14,HARDY,69,10,A ROCK,2020-09-04,74,False,41690,373820,217.801,country
That That,2022-05-14,PSY,80,1,Rhythm-Al-Ism,1998-11-24,11,False,1684,13106,332.76,k-pop
Ahhh Ha,2022-05-14,Lil Durk,18,11,AHHH HA,2022-02-22,61,True,140890,1634940,186.538,chicago drill
Rumors,2022-05-14,Gucci Mane,51,14,Slither Conspiracy,2020-11-23,39,True,655,2793,355.927,southern hip hop
Levitating,2022-05-07,Dua Lipa,2,77,Future Nostalgia,2020-03-27,83,False,1018098,14322043,203.807,pop
Fancy Like,2022-05-07,Walker Hayes,3,45,Country Stuff The Album,2022-01-21,76,False,102337,649926,161.853,country
Sand In My Boots,2022-05-07,Morgan Wallen,30,41,Dangerous: The Double Album,2021-01-08,52,False,101788,1366810,202.133,country
Hold That Heat,2022-05-07,Southside,57,1,Hold That Heat (feat. Travis Scott),2022-04-22,63,True,121,561,221.538,chicago drill
In My Head,2022-05-07,Lil Tjay,33,4,In My Head,2022-04-01,68,True,151363,1821540,135.264,brooklyn drill
Leave You Alone,2022-05-07,Kane Brown,86,2,Leave You Alone,2022-03-04,45,False,9877,52893,214.238,country
Banking On Me,2022-05-07,Gunna,61,10,Banking On Me,2022-02-14,71,True,250666,2979029,200.0,melodic rap
Come Back As A Country Boy,2022-05-07,Blake Shelton,81,13,Body Language (Deluxe),2021-12-03,48,False,10526,74289,221.733,country
City Of Gods,2022-05-07,Fivio Foreign,46,10,City of Gods,2022-02-11,60,True,280247,2755686,256.0,brooklyn drill
Heart On Fire,2022-04-30,Eric Church,56,22,Heart,2021-04-16,58,False,16666,106164,258.799,country
Dos Oruguitas,2022-04-30,Sebastian Yatra,36,16,Encanto (Banda Sonora Original en Español),2021-11-19,60,False,160198,1395951,214.613,colombian pop
Money So Big,2022-04-30,Yeat,95,4,Up 2 Më,2021-09-10,75,True,301,1913,160.052,rage rap
X Ultima Vez,2022-04-30,Daddy Yankee,73,3,LEGENDADDY,2022-03-25,70,True,3,14,192.477,reggaeton
To Be Loved By You,2022-04-23,Parker McCollum,41,20,Gold Chain Cowboy,2021-07-30,64,False,23362,216254,199.68,texas country
Praise The Lord,2022-04-23,BRELAND,100,1,Life Changes (Big Machine Radio Release Special),2017-09-08,3,False,238,399,235.357,country
Love Nwantiti (Ah Ah Ah),2022-04-16,CKay,26,29,CKay The First,2019-08-30,79,True,392920,3219365,145.8,afrobeats
Petty Too,2022-04-16,Lil Durk,26,4,Shawty Rxk Too 2,2021-12-11,34,True,255,1018,823.272,chicago drill
Tom's Diner,2022-04-16,AnnenMayKantereit,78,3,Tom's Diner,2019-06-28,77,False,282203,2220985,269.333,german indie
Blood All On It,2022-04-16,Gucci Mane,98,1,Gucci En Mis Pies,2021-07-16,57,True,140,377,231.0,southern hip hop
Beers On Me,2022-04-09,Dierks Bentley,40,14,Beers On Me,2021-07-29,70,False,33384,204045,174.68,country
Sigue,2022-04-09,J Balvin,89,1,Sigue/Forever My Love,2022-03-25,62,True,59717,223791,159.386,reggaeton
Half Of My Hometown,2022-04-09,Kelsea Ballerini,53,20,If We Ever Break Up,2022-03-25,8,False,637,1939,153.308,country
No Interviews,2022-04-09,Lil Durk,30,3,7220,2022-03-11,60,True,49339,625944,179.806,chicago drill
Sometimes,2022-04-02,Juice WRLD,57,1,Fighting Demons (Deluxe),2022-03-18,70,True,168628,2801929,259.672,melodic rap
Computer Murderers,2022-04-02,Lil Durk,61,1,7220 (Reloaded),2022-03-18,56,True,45931,523615,139.533,chicago drill
Barbarian,2022-04-02,Lil Durk,48,2,7220,2022-03-11,54,True,30737,277340,149.244,chicago drill
Golden Child,2022-04-02,Lil Durk,34,2,7220,2022-03-11,51,True,43051,395115,114.58,chicago drill
Smoking & Thinking,2022-04-02,Lil Durk,60,2,7220,2022-03-11,55,True,32019,300043,147.391,chicago drill
Something In The Way,2022-03-26,Nirvana,46,1,Nevermind (Remastered),1991-09-26,75,False,1778017,15405021,232.146,grunge
Shootout @ My Crib,2022-03-26,Lil Durk,53,1,7220,2022-03-11,49,True,31500,260129,153.813,chicago drill
Started From,2022-03-26,Lil Durk,55,1,7220,2022-03-11,50,True,32701,220041,121.06,chicago drill
Headtaps,2022-03-26,Lil Durk,58,1,7220,2022-03-11,55,True,33413,308893,173.88,chicago drill
Grow Up/Keep It On Speaker,2022-03-26,Lil Durk,65,1,7220,2022-03-11,45,True,23018,166069,196.341,chicago drill
Blocklist,2022-03-26,Lil Durk,69,1,7220,2022-03-11,51,True,26717,215464,126.653,chicago drill
Federal Nightmares,2022-03-26,Lil Durk,85,1,7220,2022-03-11,55,True,24198,190529,151.34,chicago drill
Pissed Me Off,2022-03-26,Lil Durk,39,4,Pissed Me Off,2021-10-15,51,True,73534,741828,123.076,chicago drill
You Should Probably Leave,2022-03-19,Chris Stapleton,28,36,Starting Over,2020-11-13,87,False,223970,2241171,213.493,country
One Mississippi,2022-03-19,Kane Brown,36,24,One Mississippi,2021-08-20,60,False,27932,217836,213.718,country
Don't Play That,2022-03-19,King Von,40,5,What It Means To Be King,2022-03-04,66,True,228915,2590657,133.613,chicago drill
War,2022-03-19,King Von,73,1,What It Means To Be King,2022-03-04,63,True,59151,623234,160.133,chicago drill
Oh My God,2022-03-19,Adele,5,16,30,2021-11-19,75,False,499339,5028107,225.148,soft pop
Straight To It,2022-03-19,King Von,93,1,King of da Ghetto,2001-06-05,14,True,323,3692,224.6,chicago drill
Cigarettes,2022-03-19,Juice WRLD,43,5,Fighting Demons (Deluxe),2022-03-18,73,True,253521,4594331,227.527,melodic rap
Do It To It,2022-03-19,Acraze,65,12,Heavy Is The Head,2019-12-13,47,True,363694,2404371,337.8,tech house
Evil Twins,2022-03-19,King Von,96,1,What It Means To Be King,2022-03-04,63,True,58011,564853,115.32,chicago drill
When I'm Gone,2022-03-19,Alesso,90,4,When I’m Gone (with Katy Perry),2021-12-29,70,False,8230,49922,161.266,edm
Still D.R.E.,2022-03-12,Dr. Dre,23,8,Luke In the Nude,1993-06-14,8,True,1568688,9474710,239.066,old school hip hop
The Joker And The Queen,2022-03-12,Ed Sheeran,21,3,Red (Big Machine Radio Release Special),2012-10-22,19,False,81640,426745,57.768,soft pop
Home Sweet,2022-03-12,Russell Dickerson,88,7,Southern Symphony,2020-12-04,60,False,16848,111646,205.946,country
Good Morning Gorgeous,2022-03-12,Mary J. Blige,83,3,Good Morning Gorgeous,2021-12-03,46,False,24061,106588,174.728,r&b
Freedom Was A Highway,2022-03-05,Jimmie Allen,45,20,Bettie James Gold Edition,2021-06-25,57,False,19987,112231,212.72,country
Poppin,2022-03-05,Yeat,91,1,2 Alivë,2022-02-18,67,True,381717,6709726,167.186,rage rap
The Next Episode,2022-02-26,Dr. Dre,23,21,2001,1999-11-16,83,True,1382827,7468796,161.506,old school hip hop
Lose Yourself,2022-02-26,Eminem,1,24,Just Lose It,2004-01-01,83,True,1618425,11518657,322.226,rap
For Tonight,2022-02-26,Giveon,61,20,For Tonight,2021-09-24,64,False,205232,1981148,193.821,r&b
Stay Alive,2022-02-26,Jung Kook,95,1,Stay Alive (Prod. SUGA of BTS),2022-02-11,74,False,134,31033,210.928,k-pop
Too Easy,2022-02-26,Gunna,16,16,DS4EVER,2022-01-13,64,True,219273,2256462,138.453,melodic rap
Thinking 'Bout You,2022-02-19,Dustin Lynch,30,26,Tullahoma,2020-01-17,66,False,790,2242,170.56,country
Scared Money,2022-02-19,YG,73,1,Walkin' Bank Roll,2007-10-30,20,False,812,3090,240.16,hyphy
Black Summer,2022-02-19,Red Hot Chili Peppers,78,1,Black Summer,2022-02-04,65,False,253016,2152266,232.412,funk rock
Moth To A Flame,2022-02-19,Swedish House Mafia,27,8,Moth To A Flame,2022-01-03,76,False,26603,130967,234.0,edm
If I Didn't Love You,2022-02-12,Jason Aldean,15,25,MACON,2021-11-12,71,False,29189,191796,212.893,country
Vice City,2022-02-12,XXXTENTACION,89,1,vice city,2022-01-28,72,True,305638,4033933,220.708,emo rap
Eazy,2022-02-12,The Game,49,3,Eazy,2022-01-15,57,True,294959,2517154,234.288,west coast hip hop
Thought I Was Playing,2022-02-05,Gunna,23,3,DS4EVER,2022-01-13,69,True,220111,2586213,167.84,melodic rap
Poochie Gown,2022-01-29,Gunna,42,2,DS4EVER,2022-01-13,64,True,150967,1371315,141.346,melodic rap
Mop,2022-01-29,Gunna,45,2,Trap God 2,2013-02-12,29,True,485,2220,199.733,melodic rap
Alotta Cake,2022-01-29,Gunna,46,2,DS4EVER,2022-01-13,61,True,118066,937703,193.986,melodic rap
IDK That Bitch,2022-01-29,Gunna,59,2,DS4EVER,2022-01-13,69,True,563,2557,210.586,melodic rap
Same Boat,2022-01-29,Zac Brown Band,48,17,The Comeback,2021-10-15,60,False,22608,121381,190.451,country
Livin Wild,2022-01-29,Gunna,61,2,DS4EVER,2022-01-13,62,True,96444,680699,142.226,melodic rap
Private Island,2022-01-22,Gunna,68,1,DS4EVER,2022-01-13,58,True,107371,588732,132.173,melodic rap
South To West,2022-01-22,Gunna,70,1,DS4EVER,2022-01-13,71,True,167674,1778138,122.693,melodic rap
You & Me,2022-01-22,Gunna,72,1,DS4EVER,2022-01-13,58,True,97653,500759,144.373,melodic rap
Flooded,2022-01-22,Gunna,86,1,DS4EVER,2022-01-13,56,True,82453,561300,152.0,melodic rap
Tequila Little Time,2022-01-22,Jon Pardi,60,14,Heartache Medication,2019-09-27,67,False,28562,186783,207.161,country
Pepas,2022-01-15,Farruko,25,21,Pepas,2021-06-24,82,True,415399,3401551,287.12,reggaeton
Chasing After You,2022-01-15,Ryan Hurd,23,30,Chasing After You (with Maren Morris),2021-02-12,64,False,23958,115569,207.973,country
Bubbly,2022-01-15,Young Thug,20,12,Punk,2021-10-15,70,True,539,4150,165.066,rap
Come Through,2022-01-15,H.E.R.,64,18,Cock Cakes,2012-06-01,4,True,1012,4261,147.051,r&b
(There's No Place Like) Home For The Holidays,2022-01-08,Perry Como,22,12,Season's Greetings,1991-08-26,40,False,56736,147719,175.893,christmas
Christmas Isn't Canceled (Just You),2022-01-08,Kelly Clarkson,79,2,When Christmas Comes Around...,2021-10-15,33,False,57659,184142,231.549,christmas
Linus & Lucy,2022-01-01,Vince Guaraldi Trio,37,1,Charlie Brown Holiday Hits,1998-01-01,48,False,35717,123267,184.44,christmas
25 Million,2022-01-01,Roddy Ricch,77,1,LIVE LIFE FAST,2021-12-17,59,True,97238,566161,204.626,melodic rap
Hibachi,2022-01-01,Roddy Ricch,91,1,Rap Up 2016,2017-01-01,21,True,646,2482,487.314,melodic rap
Thailand,2022-01-01,Roddy Ricch,95,1,LIVE LIFE FAST,2021-12-17,53,True,88644,543619,200.958,melodic rap
Knowing You,2022-01-01,Kenny Chesney,57,19,Here And Now,2020-05-01,66,False,20430,124146,226.266,country
Cold As You,2021-12-25,Luke Combs,32,20,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,68,False,38801,320261,186.106,country
Man In The Mirror,2021-12-25,A Boogie Wit da Hoodie,82,1,B4 AVA,2021-12-10,66,True,147822,1731913,215.303,melodic rap
Til You Can't,2021-12-25,Cody Johnson,65,10,Human The Double Album,2021-10-08,79,False,49,400,224.213,texas country
Sharing Locations,2021-12-18,Meek Mill,22,15,So Much Fun,2019-08-16,61,True,653,1981,201.893,rap
Memory I Don't Mess With,2021-12-18,Lee Brice,33,19,Hey World,2020-11-20,68,False,46507,369416,180.616,country
Mercedes,2021-12-18,Brent Faiyaz,98,1,MERCEDES,2021-12-03,68,True,250473,2749598,233.069,r&b
My Little Love,2021-12-11,Adele,23,2,30,2021-11-19,66,False,307001,2266593,389.107,soft pop
Can I Get It,2021-12-11,Adele,26,2,30,2021-11-19,68,False,315826,2123575,210.384,soft pop
I Drink Wine,2021-12-11,Adele,18,2,30,2021-11-19,74,False,331644,3033450,376.169,soft pop
Ex For A Reason,2021-12-11,Summer Walker,33,5,Still Over It,2021-11-05,66,True,3838,24195,225.502,r&b
To Be Loved,2021-12-04,Adele,32,1,30,2021-11-19,66,False,236233,1962537,403.961,soft pop
Strangers By Nature,2021-12-04,Adele,41,1,30,2021-11-19,62,False,298386,1907283,182.163,soft pop
Cry Your Heart Out,2021-12-04,Adele,44,1,30,2021-11-19,63,False,250950,1592304,255.278,soft pop
Hold On,2021-12-04,Adele,49,1,30,2021-11-19,64,False,207671,1497901,366.004,soft pop
All Night Parking (Interlude),2021-12-04,Adele,53,1,30,2021-11-19,64,False,2101,9769,161.829,soft pop
Woman Like Me,2021-12-04,Adele,55,1,30,2021-11-19,61,False,204423,1281303,300.247,soft pop
Love Is A Game,2021-12-04,Adele,56,1,30,2021-11-19,64,False,200029,1621506,403.044,soft pop
Sad Girlz Luv Money,2021-12-04,Amaarae,80,3,Dancehall King,2018-08-23,50,True,76739,513722,195.072,alté
Escape Plan,2021-12-04,Travis Scott,11,3,ESCAPE PLAN / MAFIA,2021-11-05,71,True,407842,5550615,149.61,rap
Jugaste y Sufri,2021-12-04,Eslabon Armado,69,7,Corta Venas,2020-12-18,78,False,39,1076,275.194,corridos tumbados
La Fama,2021-11-27,Rosalia,94,1,Embuste,2020-02-21,37,False,566,2081,259.779,latin
Bitter,2021-11-20,Summer Walker,25,1,Still Over It,2021-11-05,53,True,784,8675,281.112,r&b
Mafia,2021-11-20,Travis Scott,26,1,ESCAPE PLAN / MAFIA,2021-11-05,72,True,328031,5349083,240.0,rap
Throw It Away,2021-11-20,Summer Walker,41,1,Still Over It,2021-11-05,59,True,114798,1044467,151.714,r&b
Reciprocate,2021-11-20,Summer Walker,44,1,Still Over It,2021-11-05,57,True,87148,775126,182.037,r&b
Toxic,2021-11-20,Summer Walker,45,1,Just Cause Y'all Waited 2 (Deluxe),2020-06-26,9,False,1394,11774,174.266,r&b
Unloyal,2021-11-20,Summer Walker,48,1,Still Over It,2021-11-05,62,True,1812,13995,207.294,r&b
You Don't Know Me,2021-11-20,Summer Walker,50,1,Still Over It,2021-11-05,51,True,550,10125,200.472,r&b
Insane,2021-11-20,Summer Walker,52,1,Still Over It,2021-11-05,60,True,156834,1588872,189.905,r&b
Circus,2021-11-20,Summer Walker,54,1,Still Over It,2021-11-05,51,True,73360,612508,132.972,r&b
4th Baby Mama,2021-11-20,Summer Walker,56,1,Still Over It,2021-11-05,55,True,73751,675017,225.0,r&b
Switch A N*gga Out,2021-11-20,Summer Walker,59,1,Suga,2020-03-05,32,False,1,5,176.749,r&b
Closure,2021-11-20,Summer Walker,60,1,Still Over It,2021-11-05,51,True,64803,547785,131.716,r&b
Session 33,2021-11-20,Summer Walker,68,1,Still Over It,2021-11-05,58,True,81307,752318,127.085,r&b
Screwin,2021-11-20,Summer Walker,73,1,Still Over It,2021-11-05,48,True,1041,8822,333.582,r&b
Broken Promises,2021-11-20,Summer Walker,76,1,Still Over It,2021-11-05,52,True,55754,473235,183.331,r&b
Dat Right There,2021-11-20,Summer Walker,77,1,Still Over It,2021-11-05,51,True,1106,12616,190.0,r&b
Overpass Graffiti,2021-11-20,Ed Sheeran,41,2,=,2021-10-25,71,False,195731,1456920,236.906,soft pop
Hurricane,2021-11-20,Kanye West,6,11,Donda,2021-08-29,69,False,832739,12375842,243.187,rap
Cold Beer Calling My Name,2021-11-20,Jameson Rodgers,26,19,Bet You're from a Small Town,2021-09-17,65,False,33584,235547,210.56,country
Praise God,2021-11-20,Kanye West,20,7,Donda,2021-08-29,74,False,844223,11236167,226.652,rap
2055,2021-11-20,Sleepy Hallow,51,17,Still Sleep?,2021-06-02,80,True,417482,6262108,123.986,brooklyn drill
Demon High,2021-11-13,Lil Uzi Vert,61,1,Demon High,2021-10-29,50,False,110387,1131697,197.417,melodic rap
Love Again,2021-11-13,Dua Lipa,41,16,Future Nostalgia,2020-03-27,79,False,699192,9718369,258.004,pop
My Boy,2021-11-13,Elvie Shane,28,19,Backslider,2021-10-29,60,False,13283,85799,203.381,country
Esta Danada,2021-11-13,Ivan Cornejo,61,5,Alma Vacía,2021-08-20,78,False,6,18,214.148,sad sierreño
Lets Go Brandon,2021-11-13,Loza Alexander,38,3,Lets Go Brandon,2021-10-12,42,True,3884,17048,140.979,country hip hop
Not In The Mood,2021-11-06,Lil Tjay,61,1,Not In The Mood (feat. Fivio Foreign & Kay Flock),2021-10-22,62,True,660,6789,150.475,brooklyn drill
Like A Lady,2021-11-06,Lady A,85,3,Permanent Vacation,1987-01-01,72,False,12056,56919,265.773,country
No Friends In The Industry,2021-11-06,Drake,11,8,Certified Lover Boy,2021-09-03,72,True,358486,3575882,204.346,rap
Late At Night,2021-10-30,Roddy Ricch,20,20,late at night,2021-06-04,61,True,218095,2028897,174.682,melodic rap
Livin It Up,2021-10-30,Young Thug,68,1,Punk,2021-10-15,63,True,415,2266,210.906,rap
Stressed,2021-10-30,Young Thug,69,1,Punk,2021-10-15,50,True,322,2145,220.412,rap
Rich N***a Shit,2021-10-30,Young Thug,78,1,Punk,2021-10-15,56,True,185,557,177.596,rap
Yonaguni,2021-10-30,Bad Bunny,10,20,Yonaguni,2021-06-04,81,True,346530,4724687,206.71,reggaeton
Champagne Poetry,2021-10-30,Drake,4,7,Certified Lover Boy,2021-09-03,74,True,503230,4973262,336.511,rap
Let Somebody Go,2021-10-30,Coldplay X Selena Gomez,91,1,Harry Potter vs Luke Skywalker,2020-12-05,41,False,6698,51042,273.867,champeta
You Time,2021-10-30,Scotty McCreery,50,12,You Time,2020-09-23,51,False,13158,73654,192.026,country
Peepin Out The Window,2021-10-30,Young Thug,95,1,Punk,2021-10-15,52,True,276,1949,237.262,rap
Waves,2021-10-23,Luke Bryan,24,17,Born Here Live Here Die Here (Deluxe Edition),2021-04-09,60,False,19416,125158,228.44,country
Intro (Hate On Me),2021-10-16,Meek Mill,36,1,Expensive Pain,2021-10-01,49,True,44574,285711,174.805,rap
Expensive Pain,2021-10-16,Meek Mill,66,1,Expensive Pain,2021-10-01,62,True,21268,81173,161.052,rap
On My Soul,2021-10-16,Meek Mill,69,1,Expensive Pain,2021-10-01,50,True,19787,79331,141.573,rap
Blue Note$ II,2021-10-16,Meek Mill,72,2,223,2018-02-27,42,True,1,6,280.0,rap
